host_a,host_b,biosample_a,biosample_b,reported_cc_a,reported_cc_b,same_reported_cc,sourmash_jaccard_k31_scaled1000
CA11,SR1746,SAMN02649770,SAMN02649791,5,30,False,0.41976493163828255
CA11,SR2091,SAMN02649770,SAMN02649792,5,72,False,0.6445961995249406
CA11,SR220,SAMN02649770,SAMN02649793,5,5,True,0.9294320137693631
CA11,SR3569,SAMN02649770,SAMN02649794,5,5,True,0.9188290086493679
CA11,SR3732,SAMN02649770,SAMN02649795,5,5,True,0.9287155346334902
CA11,SR3777,SAMN02649770,SAMN02649796,5,5,True,0.8521170610211706
CA11,SR4035,SAMN02649770,SAMN02649797,5,8,False,0.6133518776077886
CA11,SR4153,SAMN02649770,SAMN02649798,5,5,True,0.9308260577568838
CA11,SR4187,SAMN02649770,SAMN02649799,5,5,True,0.9214501510574018
CA11,120335,SAMN02649770,SAMN02649800,5,5,True,0.9311397557666214
CA11,120337,SAMN02649770,SAMN02649801,5,5,True,0.9458620689655173
CA11,107,SAMN02649770,SAMN02649802,5,5,True,0.9419945725915875
CA11,109,SAMN02649770,SAMN02649803,5,8,False,0.6264481491946877
CA11,115,SAMN02649770,SAMN02649804,5,5,True,0.9196934355214929
CA11,122VISA,SAMN02649770,SAMN02649805,5,5,True,0.9317497490799599
CA11,123,SAMN02649770,SAMN02649806,5,5,True,0.9270691994572592
CA11,126,SAMN02649770,SAMN02649807,5,8,False,0.6199943197955127
CA11,217,SAMN02649770,SAMN02649808,5,5,True,0.9386503067484663
CA11,221,SAMN02649770,SAMN02649809,5,5,True,0.8972881355932203
CA11,312,SAMN02649770,SAMN02649810,5,45,False,0.4118942731277533
CA11,407,SAMN02649770,SAMN02649811,5,5,True,0.9498122226015705
CA11,504,SAMN02649770,SAMN02649812,5,5,True,0.9340733266061217
CA11,506,SAMN02649770,SAMN02649813,5,5,True,0.9232565899232565
CA11,Grady1,SAMN02649770,SAMN02649814,5,1,False,0.638905066977286
CA11,120338,SAMN02649770,SAMN02649815,5,5,True,0.9331750339213026
CA11,NRS021,SAMN02649770,SAMN03859721,5,8,False,0.612786152987158
CA11,NRS022,SAMN02649770,SAMN03859722,5,45,False,0.4077358955407736
CA11,NRS027,SAMN02649770,SAMN03859723,5,8,False,0.6283211678832117
CA11,NRS029,SAMN02649770,SAMN03859724,5,30,False,0.4104662698412698
CA11,NRS039,SAMN02649770,SAMN03859727,5,8,False,0.635431500996867
CA11,NRS049,SAMN02649770,SAMN03859728,5,5,True,0.893841442667574
CA11,NRS051,SAMN02649770,SAMN03859729,5,5,True,0.9511343804537522
CA11,NRS063,SAMN02649770,SAMN03859732,5,8,False,0.5450121654501217
CA11,NRS071,SAMN02649770,SAMN03859735,5,30,False,0.4116909182137481
CA11,NRS072,SAMN02649770,SAMN03859736,5,1,False,0.6214819069500287
CA11,NRS073,SAMN02649770,SAMN03859737,5,8,False,0.608647755439273
CA11,NRS074,SAMN02649770,SAMN03859738,5,5,True,0.9394763685821149
CA11,NRS100,SAMN02649770,SAMN03859740,5,8,False,0.622969837587007
CA11,NRS102,SAMN02649770,SAMN03859741,5,25,False,0.6127133608004709
CA11,NRS104,SAMN02649770,SAMN03859743,5,30,False,0.4087390761548065
CA11,NRS105,SAMN02649770,SAMN03859744,5,97,False,0.634762184380505
CA11,NRS106,SAMN02649770,SAMN03859745,5,8,False,0.6305244549204478
CA11,NRS108,SAMN02649770,SAMN03859747,5,8,False,0.6090182648401826
CA11,NRS109,SAMN02649770,SAMN03859748,5,45,False,0.39949748743718594
CA11,NRS113,SAMN02649770,SAMN03859752,5,10,False,0.41989093741885225
CA11,NRS114,SAMN02649770,SAMN03859753,5,8,False,0.6350235849056604
CA11,NRS145,SAMN02649770,SAMN03859755,5,8,False,0.6320921985815603
CA11,NRS148,SAMN02649770,SAMN03859756,5,121,False,0.45978517160073357
CA11,NRS149,SAMN02649770,SAMN03859757,5,5,True,0.8966107497432386
CA11,NRS152,SAMN02649770,SAMN03859758,5,8,False,0.6321031048623316
CA11,NRS157,SAMN02649770,SAMN03859759,5,22,False,0.5120064034151548
CA11,NRS161,SAMN02649770,SAMN03859760,5,22,False,0.508223240765705
CA11,NRS162,SAMN02649770,SAMN03859761,5,30,False,0.4014435042309607
CA11,NRS164,SAMN02649770,SAMN03859762,5,15,False,0.6350279165442256
CA11,NRS167,SAMN02649770,SAMN03859763,5,22,False,0.5161377813940873
CA11,NRS169,SAMN02649770,SAMN03859765,5,45,False,0.39704038123902685
CA11,NRS170,SAMN02649770,SAMN03859766,5,10,False,0.4227867203219316
CA11,NRS172,SAMN02649770,SAMN03859767,5,8,False,0.6257915947035118
CA11,NRS175,SAMN02649770,SAMN03859769,5,72,False,0.6412395709177592
CA11,NRS177,SAMN02649770,SAMN03859770,5,30,False,0.41057620354203045
CA11,NRS183,SAMN02649770,SAMN03859774,5,15,False,0.6220151426907397
CA11,NRS185,SAMN02649770,SAMN03859775,5,121,False,0.46420203072116634
CA11,NRS187,SAMN02649770,SAMN03859776,5,25,False,0.619228521332554
CA11,NRS188,SAMN02649770,SAMN03859777,5,5,True,0.8739809782608695
CA11,NRS189,SAMN02649770,SAMN03859778,5,30,False,0.4010468594217348
CA11,NRS198,SAMN02649770,SAMN03859783,5,8,False,0.6369221767115272
CA11,NRS199,SAMN02649770,SAMN03859784,5,121,False,0.4482496194824962
CA11,NRS201,SAMN02649770,SAMN03859785,5,8,False,0.6267093395402967
CA11,NRS202,SAMN02649770,SAMN03859786,5,8,False,0.6357348703170029
CA11,NRS203,SAMN02649770,SAMN03859787,5,30,False,0.49234828496042216
CA11,NRS205,SAMN02649770,SAMN03859789,5,121,False,0.4594453165881737
CA11,NRS207,SAMN02649770,SAMN03859790,5,30,False,0.41188267736274753
CA11,NRS210,SAMN02649770,SAMN03859792,5,30,False,0.41296060991105465
CA11,NRS211,SAMN02649770,SAMN03859793,5,8,False,0.6325934579439252
CA11,NRS212,SAMN02649770,SAMN03859794,5,30,False,0.4130931235726973
CA11,NRS213,SAMN02649770,SAMN03859795,5,30,False,0.4123318954580056
CA11,NRS214,SAMN02649770,SAMN03859796,5,8,False,0.622349570200573
CA11,NRS215,SAMN02649770,SAMN03859797,5,121,False,0.46389035318924615
CA11,NRS216,SAMN02649770,SAMN03859798,5,30,False,0.40791438526630164
CA11,NRS217,SAMN02649770,SAMN03859799,5,121,False,0.4647553918990005
CA11,NRS218,SAMN02649770,SAMN03859800,5,8,False,0.6252144082332761
CA11,NRS219,SAMN02649770,SAMN03859801,5,30,False,0.4148129423660263
CA11,NRS220,SAMN02649770,SAMN03859802,5,97,False,0.6378756930259702
CA11,NRS222,SAMN02649770,SAMN03859803,5,30,False,0.40562248995983935
CA11,NRS224,SAMN02649770,SAMN03859805,5,97,False,0.6345707656612529
CA11,NRS225,SAMN02649770,SAMN03859806,5,121,False,0.45950238221281103
CA11,NRS226,SAMN02649770,SAMN03859807,5,1,False,0.6154727793696275
CA11,NRS227,SAMN02649770,SAMN03859808,5,25,False,0.6015059368664929
CA11,NRS230,SAMN02649770,SAMN03859809,5,121,False,0.45321419707123356
CA11,NRS235,SAMN02649770,SAMN03859813,5,22,False,0.5091496232508074
CA11,NRS236,SAMN02649770,SAMN03859814,5,45,False,0.39270440251572325
CA11,NRS237,SAMN02649770,SAMN03859815,5,121,False,0.45867983367983367
CA11,NRS239,SAMN02649770,SAMN03859816,5,121,False,0.4700413223140496
CA11,NRS240,SAMN02649770,SAMN03859817,5,5,True,0.8911290322580645
CA11,NRS241,SAMN02649770,SAMN03859818,5,59,False,0.46680606377417666
CA11,NRS242,SAMN02649770,SAMN03859819,5,121,False,0.47928534438114967
CA11,NRS243,SAMN02649770,SAMN03859820,5,59,False,0.46664902064584435
CA11,NRS245,SAMN02649770,SAMN03859821,5,59,False,0.45699920613919026
CA11,NRS248,SAMN02649770,SAMN03859824,5,1,False,0.6145348837209302
CA11,NRS252,SAMN02649770,SAMN03859826,5,30,False,0.4032462591935075
CA11,NRS260,SAMN02649770,SAMN03859829,5,25,False,0.607080163838502
CA11,NRS262,SAMN02649770,SAMN03859830,5,1,False,0.5979172693086491
CA11,NRS264,SAMN02649770,SAMN03859831,5,30,False,0.3974489795918367
CA11,NRS266,SAMN02649770,SAMN03859833,5,121,False,0.4628661087866109
CA11,NRS383,SAMN02649770,SAMN03859838,5,30,False,0.41150442477876104
CA11,NRS386,SAMN02649770,SAMN03859839,5,72,False,0.6460491269606392
CA11,NRS387,SAMN02649770,SAMN03859840,5,5,True,0.9019073569482289
CA11,NRS253,SAMN02649770,SAMN04244164,5,398,False,0.4263144263144263
CA11,NRS254,SAMN02649770,SAMN04244165,5,8,False,0.6205128205128205
CA11,NRS255,SAMN02649770,SAMN04244166,5,80,False,0.6202090592334495
CA11,BCH-SA-01,SAMN02649770,SAMN09847804,5,5,True,0.92154847550531
CA11,BCH-SA-02,SAMN02649770,SAMN09847805,5,5,True,0.9200819672131147
CA11,BCH-SA-03,SAMN02649770,SAMN09847806,5,72,False,0.6522129186602871
CA11,BCH-SA-04,SAMN02649770,SAMN09847807,5,1,False,0.6382791922739245
CA11,BCH-SA-05,SAMN02649770,SAMN09847808,5,5,True,0.9306136680613668
CA11,BCH-SA-06,SAMN02649770,SAMN09847809,5,5,True,0.9434554973821989
CA11,BCH-SA-07,SAMN02649770,SAMN09847810,5,97,False,0.6452184179456907
CA11,BCH-SA-08,SAMN02649770,SAMN09847811,5,30,False,0.40764488286066586
CA11,BCH-SA-09,SAMN02649770,SAMN09847812,5,398,False,0.42641412848733046
CA11,BCH-SA-10,SAMN02649770,SAMN09847813,5,8,False,0.635004397537379
CA11,BCH-SA-11,SAMN02649770,SAMN09847814,5,30,False,0.40945273631840795
CA11,BCH-SA-12,SAMN02649770,SAMN09847815,5,5,True,0.9150943396226415
CA11,BCH-SA-13,SAMN02649770,SAMN09847816,5,8,False,0.6234249713631157
CA11,BCH-SA-14,SAMN02649770,SAMN09847817,5,72,False,0.6475312314098751
CA11,BCH-SA-15,SAMN02649770,SAMN09847818,5,8,False,0.6316860465116279
CA11,CFBREBSa101,SAMN02649770,SAMN09847819,5,5,True,0.9597641345820326
CA11,CFBREBSa102,SAMN02649770,SAMN09847820,5,5,True,0.9600971547536433
CA11,CFBREBSa103,SAMN02649770,SAMN09847821,5,8,False,0.6728163735946959
CA11,CFBREBSa104,SAMN02649770,SAMN09847822,5,5,True,0.9597641345820326
CA11,CFBRSa26,SAMN02649770,SAMN09847823,5,5,True,0.9594313453536755
CA11,CFBRSa48,SAMN02649770,SAMN09847824,5,5,True,0.918552036199095
CA11,CFBREBSa105,SAMN02649770,SAMN09847825,5,5,True,0.9368713146028442
CA11,CFBREBSa108,SAMN02649770,SAMN09847826,5,5,True,0.9462552011095701
CA11,CFBREBSa110,SAMN02649770,SAMN09847827,5,5,True,0.946236559139785
CA11,CFBREBSa112,SAMN02649770,SAMN09847828,5,5,True,0.9459084604715673
CA11,CFBREBSa114,SAMN02649770,SAMN09847829,5,5,True,0.946236559139785
CA11,CFBRSa47,SAMN02649770,SAMN09847830,5,5,True,0.9472771418661117
CA11,CFBRSa49,SAMN02649770,SAMN09847831,5,8,False,0.6239388794567062
CA11,CFBRSa03,SAMN02649770,SAMN09847832,5,5,True,0.9091223220456116
CA11,CFBRSa50,SAMN02649770,SAMN09847833,5,5,True,0.8948264125255275
CA11,CFBRSa25,SAMN02649770,SAMN09847834,5,5,True,0.9306930693069307
CA11,CFBRSa30,SAMN02649770,SAMN09847835,5,5,True,0.929587235518557
CA11,CFBRSa04,SAMN02649770,SAMN09847836,5,5,True,0.9424886720111537
CA11,CFBRSa51,SAMN02649770,SAMN09847837,5,5,True,0.8983402489626556
CA11,CFBRSa66A,SAMN02649770,SAMN09847838,5,5,True,0.9510416666666667
CA11,CFBRSa66B,SAMN02649770,SAMN09847839,5,5,True,0.9510416666666667
CA11,CFBRSa21,SAMN02649770,SAMN09847840,5,5,True,0.9462924462924462
CA11,CFBRSa05,SAMN02649770,SAMN09847841,5,8,False,0.6297367659820654
CA11,CFBRSa22,SAMN02649770,SAMN09847842,5,5,True,0.9318028359216746
CA11,CFBRSa70,SAMN02649770,SAMN09847843,5,5,True,0.8974182444061962
CA11,CFBRSa06,SAMN02649770,SAMN09847844,5,30,False,0.40215527798187606
CA11,CFBRSa27,SAMN02649770,SAMN09847845,5,5,True,0.9421804249390456
CA11,CFBRSa23,SAMN02649770,SAMN09847846,5,5,True,0.9373259052924791
CA11,CFBRSa74,SAMN02649770,SAMN09847847,5,5,True,0.9310580204778157
CA11,CFBRSa28,SAMN02649770,SAMN09847848,5,1,False,0.6258345428156749
CA11,CFBRSa24,SAMN02649770,SAMN09847849,5,5,True,0.9318885448916409
CA11,CFBRSa07,SAMN02649770,SAMN09847850,5,5,True,0.8818424566088118
CA11,CFBREBSa116,SAMN02649770,SAMN09847851,5,5,True,0.9538090313684936
CA11,CFBREBSa117,SAMN02649770,SAMN09847852,5,97,False,0.643681562592483
CA11,CFBREBSa118,SAMN02649770,SAMN09847853,5,5,True,0.9621001390820584
CA11,CFBREBSa119,SAMN02649770,SAMN09847854,5,30,False,0.3990196078431373
CA11,CFBREBSa121,SAMN02649770,SAMN09847855,5,8,False,0.6271767056808449
CA11,CFBRSa29,SAMN02649770,SAMN09847856,5,8,False,0.6266930022573364
CA11,CFBREBSa122,SAMN02649770,SAMN09847857,5,30,False,0.4054923305294409
CA11,CFBREBSa123,SAMN02649770,SAMN09847858,5,5,True,0.9415041782729805
CA11,CFBREBSa125,SAMN02649770,SAMN09847859,5,8,False,0.6229878565377012
CA11,CFBREBSa126,SAMN02649770,SAMN09847860,5,8,False,0.640279394644936
CA11,CFBREBSa127,SAMN02649770,SAMN09847861,5,8,False,0.6215988779803646
CA11,CFBREBSa129,SAMN02649770,SAMN09847862,5,8,False,0.621568072459666
CA11,CFBREBSa130,SAMN02649770,SAMN09847863,5,8,False,0.6222725984698215
CA11,CFBREBSa131,SAMN02649770,SAMN09847864,5,45,False,0.3904059040590406
CA11,CFBREBSa133,SAMN02649770,SAMN09847865,5,8,False,0.6212164073550213
CA11,CFBREBSa135,SAMN02649770,SAMN09847866,5,8,False,0.6340400813244264
CA11,CFBREBSa138,SAMN02649770,SAMN09847867,5,8,False,0.6349160393746381
CA39,CA436,SAMN02649771,SAMN02649772,5,5,True,0.9605672777585611
CA39,CA544,SAMN02649771,SAMN02649773,5,5,True,0.944095038434661
CA39,CA545,SAMN02649771,SAMN02649774,5,5,True,0.9147936933914794
CA39,CA598,SAMN02649771,SAMN02649775,5,5,True,0.9433833560709414
CA39,CA9,SAMN02649771,SAMN02649776,5,5,True,0.9760141093474427
CA39,GA12,SAMN02649771,SAMN02649777,5,5,True,0.9538784067085954
CA39,GA15,SAMN02649771,SAMN02649778,5,8,False,0.6403230458609749
CA39,GA231,SAMN02649771,SAMN02649779,5,8,False,0.645292917516759
CA39,GA984,SAMN02649771,SAMN02649780,5,5,True,0.9398132134209616
CA39,MN055,SAMN02649771,SAMN02649781,5,5,True,0.9343140608963394
CA39,MN105,SAMN02649771,SAMN02649782,5,5,True,0.9471698113207547
CA39,NY224,SAMN02649771,SAMN02649783,5,5,True,0.954388389771942
CA39,NY341,SAMN02649771,SAMN02649784,5,5,True,0.946214457005824
CA39,NY356,SAMN02649771,SAMN02649785,5,5,True,0.9532710280373832
CA39,NY360,SAMN02649771,SAMN02649786,5,5,True,0.9564164648910412
CA39,NY417,SAMN02649771,SAMN02649787,5,5,True,0.9480742778541953
CA39,NY439,SAMN02649771,SAMN02649788,5,5,True,0.9312223357167178
CA39,NY593,SAMN02649771,SAMN02649789,5,5,True,0.9358452138492872
CA39,SR1287,SAMN02649771,SAMN02649790,5,8,False,0.6303790253633513
CA39,SR1746,SAMN02649771,SAMN02649791,5,30,False,0.4191674733785092
CA39,SR2091,SAMN02649771,SAMN02649792,5,72,False,0.6518072289156627
CA39,SR220,SAMN02649771,SAMN02649793,5,5,True,0.9344719414430115
CA39,SR3569,SAMN02649771,SAMN02649794,5,5,True,0.9274628879892037
CA39,SR3732,SAMN02649771,SAMN02649795,5,5,True,0.9442162902121835
CA39,SR3777,SAMN02649771,SAMN02649796,5,5,True,0.8651898734177215
CA39,SR4035,SAMN02649771,SAMN02649797,5,8,False,0.6256366723259762
CA39,SR4153,SAMN02649771,SAMN02649798,5,5,True,0.947008547008547
CA39,SR4187,SAMN02649771,SAMN02649799,5,5,True,0.955501897205933
CA39,120335,SAMN02649771,SAMN02649800,5,5,True,0.9515403253721011
CA39,120337,SAMN02649771,SAMN02649801,5,5,True,0.9436521739130435
CA39,107,SAMN02649771,SAMN02649802,5,5,True,0.9538249483115093
CA39,109,SAMN02649771,SAMN02649803,5,8,False,0.6232915717539863
CA39,115,SAMN02649771,SAMN02649804,5,5,True,0.9461118690313779
CA39,122VISA,SAMN02649771,SAMN02649805,5,5,True,0.9425951086956522
CA39,123,SAMN02649771,SAMN02649806,5,5,True,0.9480609418282548
CA39,126,SAMN02649771,SAMN02649807,5,8,False,0.6383410672853829
CA39,217,SAMN02649771,SAMN02649808,5,5,True,0.9599860821155184
CA39,221,SAMN02649771,SAMN02649809,5,5,True,0.9064327485380117
CA39,312,SAMN02649771,SAMN02649810,5,45,False,0.4206862257583292
CA39,407,SAMN02649771,SAMN02649811,5,5,True,0.9349982894286691
CA39,504,SAMN02649771,SAMN02649812,5,5,True,0.9430228590924599
CA39,506,SAMN02649771,SAMN02649813,5,5,True,0.92806484295846
CA39,Grady1,SAMN02649771,SAMN02649814,5,1,False,0.6458948611931482
CA39,120338,SAMN02649771,SAMN02649815,5,5,True,0.9529411764705882
CA39,NRS021,SAMN02649771,SAMN03859721,5,8,False,0.6228020419739081
CA39,NRS022,SAMN02649771,SAMN03859722,5,45,False,0.4200752823086575
CA39,NRS027,SAMN02649771,SAMN03859723,5,8,False,0.6342113051198579
CA39,NRS029,SAMN02649771,SAMN03859724,5,30,False,0.4236602628918099
CA39,NRS039,SAMN02649771,SAMN03859727,5,8,False,0.6285796105383734
CA39,NRS049,SAMN02649771,SAMN03859728,5,5,True,0.9095634095634095
CA39,NRS051,SAMN02649771,SAMN03859729,5,5,True,0.9407433380084151
CA39,NRS063,SAMN02649771,SAMN03859732,5,8,False,0.5498357064622125
CA39,NRS071,SAMN02649771,SAMN03859735,5,30,False,0.42798564838544334
CA39,NRS072,SAMN02649771,SAMN03859736,5,1,False,0.6400704018773834
CA39,NRS073,SAMN02649771,SAMN03859737,5,8,False,0.6211824040347437
CA39,NRS074,SAMN02649771,SAMN03859738,5,5,True,0.951969592259848
CA39,NRS100,SAMN02649771,SAMN03859740,5,8,False,0.635478158205431
CA39,NRS102,SAMN02649771,SAMN03859741,5,25,False,0.6350210970464135
CA39,NRS104,SAMN02649771,SAMN03859743,5,30,False,0.40730478589420654
CA39,NRS105,SAMN02649771,SAMN03859744,5,97,False,0.6432190760059613
CA39,NRS106,SAMN02649771,SAMN03859745,5,8,False,0.6404191616766467
CA39,NRS108,SAMN02649771,SAMN03859747,5,8,False,0.6154513888888888
CA39,NRS109,SAMN02649771,SAMN03859748,5,45,False,0.39479008598887205
CA39,NRS113,SAMN02649771,SAMN03859752,5,10,False,0.4199895068205666
CA39,NRS114,SAMN02649771,SAMN03859753,5,8,False,0.637149672033393
CA39,NRS145,SAMN02649771,SAMN03859755,5,8,False,0.6337018225276367
CA39,NRS148,SAMN02649771,SAMN03859756,5,121,False,0.463395225464191
CA39,NRS149,SAMN02649771,SAMN03859757,5,5,True,0.8946459412780656
CA39,NRS152,SAMN02649771,SAMN03859758,5,8,False,0.6336985490079953
CA39,NRS157,SAMN02649771,SAMN03859759,5,22,False,0.5138926355543566
CA39,NRS161,SAMN02649771,SAMN03859760,5,22,False,0.5250550660792952
CA39,NRS162,SAMN02649771,SAMN03859761,5,30,False,0.4152284263959391
CA39,NRS164,SAMN02649771,SAMN03859762,5,15,False,0.6573405535499398
CA39,NRS167,SAMN02649771,SAMN03859763,5,22,False,0.519352182267362
CA39,NRS169,SAMN02649771,SAMN03859765,5,45,False,0.39690982776089156
CA39,NRS170,SAMN02649771,SAMN03859766,5,10,False,0.43310309542082376
CA39,NRS172,SAMN02649771,SAMN03859767,5,8,False,0.6339468302658486
CA39,NRS175,SAMN02649771,SAMN03859769,5,72,False,0.6509234029669997
CA39,NRS177,SAMN02649771,SAMN03859770,5,30,False,0.41022412490556537
CA39,NRS183,SAMN02649771,SAMN03859774,5,15,False,0.6423466349017272
CA39,NRS185,SAMN02649771,SAMN03859775,5,121,False,0.4647553918990005
CA39,NRS187,SAMN02649771,SAMN03859776,5,25,False,0.642023346303502
CA39,NRS188,SAMN02649771,SAMN03859777,5,5,True,0.8867012089810017
CA39,NRS189,SAMN02649771,SAMN03859778,5,30,False,0.4119736174530695
CA39,NRS198,SAMN02649771,SAMN03859783,5,8,False,0.6439169139465876
CA39,NRS199,SAMN02649771,SAMN03859784,5,121,False,0.4572164948453608
CA39,NRS201,SAMN02649771,SAMN03859785,5,8,False,0.6253669994128009
CA39,NRS202,SAMN02649771,SAMN03859786,5,8,False,0.6373434314011069
CA39,NRS203,SAMN02649771,SAMN03859787,5,30,False,0.49879582552849877
CA39,NRS205,SAMN02649771,SAMN03859789,5,121,False,0.4626588983050847
CA39,NRS207,SAMN02649771,SAMN03859790,5,30,False,0.41440527517118947
CA39,NRS210,SAMN02649771,SAMN03859792,5,30,False,0.4126250962278676
CA39,NRS211,SAMN02649771,SAMN03859793,5,8,False,0.6284201235657546
CA39,NRS212,SAMN02649771,SAMN03859794,5,30,False,0.41638838941690215
CA39,NRS213,SAMN02649771,SAMN03859795,5,30,False,0.4123526396719631
CA39,NRS214,SAMN02649771,SAMN03859796,5,8,False,0.637080291970803
CA39,NRS215,SAMN02649771,SAMN03859797,5,121,False,0.4814116379310345
CA39,NRS216,SAMN02649771,SAMN03859798,5,30,False,0.41643489254108723
CA39,NRS217,SAMN02649771,SAMN03859799,5,121,False,0.482258064516129
CA39,NRS218,SAMN02649771,SAMN03859800,5,8,False,0.6234140715109573
CA39,NRS219,SAMN02649771,SAMN03859801,5,30,False,0.41377551020408165
CA39,NRS220,SAMN02649771,SAMN03859802,5,97,False,0.6448653447765611
CA39,NRS222,SAMN02649771,SAMN03859803,5,30,False,0.4102238046795524
CA39,NRS224,SAMN02649771,SAMN03859805,5,97,False,0.642436727486757
CA39,NRS225,SAMN02649771,SAMN03859806,5,121,False,0.4746083198271205
CA39,NRS226,SAMN02649771,SAMN03859807,5,1,False,0.6353251318101933
CA39,NRS227,SAMN02649771,SAMN03859808,5,25,False,0.6217417061611374
CA39,NRS230,SAMN02649771,SAMN03859809,5,121,False,0.452541948409717
CA39,NRS235,SAMN02649771,SAMN03859813,5,22,False,0.511843179961884
CA39,NRS236,SAMN02649771,SAMN03859814,5,45,False,0.3946564885496183
CA39,NRS237,SAMN02649771,SAMN03859815,5,121,False,0.4742705570291777
CA39,NRS239,SAMN02649771,SAMN03859816,5,121,False,0.46873371547681086
CA39,NRS240,SAMN02649771,SAMN03859817,5,5,True,0.8878726287262872
CA39,NRS241,SAMN02649771,SAMN03859818,5,59,False,0.47205298013245034
CA39,NRS242,SAMN02649771,SAMN03859819,5,121,False,0.4819277108433735
CA39,NRS243,SAMN02649771,SAMN03859820,5,59,False,0.4739387426114992
CA39,NRS245,SAMN02649771,SAMN03859821,5,59,False,0.462570431982828
CA39,NRS248,SAMN02649771,SAMN03859824,5,1,False,0.6346611177170036
CA39,NRS252,SAMN02649771,SAMN03859826,5,30,False,0.40786430223592907
CA39,NRS260,SAMN02649771,SAMN03859829,5,25,False,0.6286313267445343
CA39,NRS262,SAMN02649771,SAMN03859830,5,1,False,0.6156573116691285
CA39,NRS264,SAMN02649771,SAMN03859831,5,30,False,0.397680412371134
CA39,NRS266,SAMN02649771,SAMN03859833,5,121,False,0.46263533139688406
CA39,NRS383,SAMN02649771,SAMN03859838,5,30,False,0.4263857536995235
CA39,NRS386,SAMN02649771,SAMN03859839,5,72,False,0.6552449654343252
CA39,NRS387,SAMN02649771,SAMN03859840,5,5,True,0.9204584925321292
CA39,NRS253,SAMN02649771,SAMN04244164,5,398,False,0.43209876543209874
CA39,NRS254,SAMN02649771,SAMN04244165,5,8,False,0.6275642877780988
CA39,NRS255,SAMN02649771,SAMN04244166,5,80,False,0.6428783823966696
CA39,BCH-SA-01,SAMN02649771,SAMN09847804,5,5,True,0.9494559494559495
CA39,BCH-SA-02,SAMN02649771,SAMN09847805,5,5,True,0.9622841029256256
CA39,BCH-SA-03,SAMN02649771,SAMN09847806,5,72,False,0.6621087815253722
CA39,BCH-SA-04,SAMN02649771,SAMN09847807,5,1,False,0.6457838479809976
CA39,BCH-SA-05,SAMN02649771,SAMN09847808,5,5,True,0.9453513129879347
CA39,BCH-SA-06,SAMN02649771,SAMN09847809,5,5,True,0.9521954674220963
CA39,BCH-SA-07,SAMN02649771,SAMN09847810,5,97,False,0.6514063435068821
CA39,BCH-SA-08,SAMN02649771,SAMN09847811,5,30,False,0.4199949761366491
